Player,Solo score,Solo top1,Solo kd,Solo winRatio,Solo matches,Solo kills,Solo minutesPlayed,Duos score,Duos top1,Duos kd,Duos winRatio,Duos matches,Duos kills,Duos minutesPlayed,Trios score,Trios top1,Trios kd,Trios winRatio,Trios matches,Trios kills,Trios minutesPlayed,Squads score,Squads top1,Squads kd,Squads winRatio,Squads matches,Squads kills,Squads minutesPlayed,LTM score,LTM top1,LTM top3,LTM kd,LTM winRatio,LTM matches,LTM kills,LTM minutesPlayed,most_played_mode
ChefShabbа,1268156,412,2.74,5.3,7803,20219,44793,942524,611,3.29,8.9,6860,20544,31315,218794.0,74.0,2.85,8.4,881.0,2298.0,8843.0,968103.0,384.0,2.98,6.9,5603.0,15558.0,34667.0,148003.0,49.0,43.0,6.82,9.1,541.0,3355.0,3406.0,Solo
Mende.Z,623408,126,1.41,1.6,7766,10739,23482,1318242,1082,1.92,11.2,9695,16552,48127,446999.0,255.0,3.99,15.6,1634.0,5496.0,16320.0,1011567.0,343.0,1.49,4.8,7192.0,10191.0,40132.0,293164.0,28.0,34.0,2.42,1.7,1657.0,3945.0,8477.0,Duos
bonlad,891503,366,2.66,8.9,4112,9946,32393,1137584,825,2.6,11.1,7450,17256,40148,72076.0,26.0,3.07,9.5,275.0,765.0,2936.0,1299035.0,618.0,2.6,9.0,6871.0,16256.0,48151.0,53129.0,37.0,52.0,3.12,6.9,537.0,1560.0,1554.0,Duos
Twitch igzufn,1670193,134,1.0,1.1,11746,11643,74424,160626,38,1.74,3.7,1032,1730,6593,447439.0,75.0,1.42,3.2,2322.0,3184.0,21511.0,1117587.0,187.0,1.25,2.6,7252.0,8818.0,49247.0,286778.0,30.0,52.0,1.7,1.8,1683.0,2813.0,9789.0,Solo
Mason3FN,1368438,192,1.6,2.3,8365,13102,57381,705443,466,3.8,14.9,3127,10105,23120,365908.0,151.0,2.41,9.9,1528.0,3320.0,14997.0,958811.0,260.0,1.87,4.9,5319.0,9477.0,38991.0,57373.0,27.0,36.0,2.17,5.7,477.0,977.0,1977.0,Solo
shein 32,1799057,740,1.67,7.2,10308,15966,70456,278705,339,1.92,13.3,2551,4248,10622,229751.0,79.0,1.56,7.6,1044.0,1510.0,10340.0,1091841.0,439.0,1.79,8.3,5278.0,8686.0,43641.0,219775.0,69.0,85.0,4.17,7.7,899.0,3463.0,7133.0,Solo
IamThedd,1340390,161,0.86,1.0,15922,13583,56785,1004418,327,0.87,3.2,10350,8732,41584,135476.0,39.0,1.22,5.5,705.0,811.0,5835.0,917779.0,138.0,0.92,1.6,8380.0,7601.0,40168.0,545282.0,56.0,64.0,2.95,2.7,2099.0,6031.0,11927.0,Solo
Tomahok21,1116578,117,1.13,1.5,7848,8712,44014,842005,222,1.33,4.1,5390,6848,35111,8951.0,2.0,1.56,3.7,54.0,81.0,387.0,1425325.0,236.0,1.29,2.6,9039.0,11397.0,59526.0,148601.0,24.0,22.0,2.02,2.4,987.0,1946.0,5403.0,Squads
JAY REMMY,825465,365,2.81,8.2,4445,11477,30280,857569,601,4.64,18.3,3280,12427,27358,283345.0,102.0,2.39,8.5,1199.0,2619.0,11880.0,1425986.0,636.0,3.43,11.0,5756.0,17576.0,51817.0,39972.0,19.0,18.0,9.43,15.2,125.0,1000.0,1143.0,Squads
SAd NtinakiDim,397782,82,1.09,2.9,2797,2960,16839,1069323,492,1.11,4.9,9962,10522,45298,247425.0,55.0,1.16,4.4,1247.0,1385.0,12095.0,1682501.0,367.0,1.19,3.3,10988.0,12634.0,73614.0,52594.0,19.0,21.0,2.62,5.3,357.0,887.0,1938.0,Squads
Junglah,937154,466,3.22,9.5,4931,14363,32977,927026,1156,5.16,27.2,4249,15950,28451,634970.0,297.0,2.69,13.0,2276.0,5332.0,26315.0,898064.0,541.0,3.26,12.7,4270.0,12171.0,34275.0,74910.0,35.0,31.0,7.06,15.2,230.0,1376.0,1404.0,Solo
WarriorPixie,263721,12,0.67,0.7,1807,1210,11824,2128464,843,0.95,7.9,10629,9270,88044,288189.0,85.0,1.19,6.0,1407.0,1569.0,12018.0,716625.0,116.0,0.76,2.7,4224.0,3126.0,31304.0,888756.0,109.0,189.0,3.31,4.1,2678.0,8510.0,27995.0,Duos
THC_LokoBCN,922366,126,1.05,2.0,6380,6575,39651,1547810,1205,2.28,14.9,8074,15650,54207,103391.0,45.0,2.45,10.7,419.0,918.0,4084.0,822076.0,316.0,1.49,5.9,5399.0,7592.0,32225.0,325071.0,116.0,142.0,4.49,8.4,1386.0,5702.0,11186.0,Duos
Pandore Red,1072469,232,1.8,4.9,4745,8110,47784,317868,136,2.67,9.6,1421,3428,12604,955005.0,389.0,2.45,10.9,3561.0,7763.0,41967.0,1052982.0,287.0,2.01,6.0,4795.0,9080.0,45274.0,55130.0,9.0,11.0,3.42,3.3,273.0,902.0,1331.0,Squads
HIƎI,1182745,105,0.86,1.5,7142,6067,53603,1010655,351,1.33,7.6,4591,5626,42457,119662.0,30.0,1.39,5.1,590.0,777.0,5609.0,1085115.0,205.0,1.38,3.6,5759.0,7680.0,46103.0,56659.0,5.0,3.0,3.45,2.3,218.0,735.0,2179.0,Solo
Soy 4Bayte,513494,180,2.18,4.8,3733,7749,19113,1095535,816,2.68,9.6,8484,20550,40079,483616.0,129.0,2.1,5.9,2192.0,4337.0,21762.0,1302993.0,485.0,2.35,5.7,8450.0,18690.0,50854.0,86120.0,41.0,71.0,2.82,7.5,544.0,1420.0,2758.0,Duos
Skilryl,1163165,91,1.29,0.7,12245,15638,46042,473589,167,1.52,3.7,4545,6643,18054,583589.0,133.0,1.93,4.1,3244.0,6012.0,24973.0,1173455.0,186.0,1.43,1.7,10735.0,15079.0,48005.0,87160.0,27.0,32.0,1.93,2.8,957.0,1797.0,2985.0,Solo
Papa Schultzz,1257559,270,1.44,6.5,4143,5588,52075,938722,512,1.66,15.3,3345,4713,36931,335058.0,131.0,1.84,10.3,1275.0,2101.0,13872.0,864145.0,298.0,1.13,8.5,3505.0,3627.0,36087.0,179351.0,13.0,26.0,2.8,2.3,574.0,1572.0,7111.0,Solo
KindaMicko,879271,105,1.54,1.7,6209,9388,33293,1992101,536,1.72,3.9,13669,22626,80683,208059.0,71.0,2.63,6.9,1024.0,2503.0,8289.0,314127.0,68.0,1.65,3.1,2229.0,3570.0,12541.0,260494.0,14.0,22.0,8.71,3.5,399.0,3354.0,4412.0,Duos
Jakk3dd,430940,213,3.2,10.1,2101,6036,14321,1513088,1154,3.98,17.6,6573,21543,51219,485117.0,320.0,3.99,21.9,1464.0,4561.0,18648.0,961346.0,540.0,3.33,11.2,4809.0,14215.0,33892.0,95675.0,45.0,41.0,6.59,10.9,414.0,2431.0,3088.0,Duos
HERES VANDAL,666544,208,2.02,6.9,3005,5643,25297,1889895,847,2.49,9.9,8592,19282,71904,72466.0,32.0,2.52,11.6,277.0,618.0,2996.0,760481.0,275.0,2.28,8.3,3330.0,6979.0,29736.0,26111.0,8.0,12.0,4.64,8.6,93.0,394.0,790.0,Duos
LOKO2g,182711,88,2.27,4.7,1859,4018,6621,1607425,1045,3.23,11.6,9013,25733,53168,212561.0,83.0,2.71,9.1,908.0,2237.0,8151.0,1386687.0,809.0,2.86,8.3,9787.0,25659.0,46824.0,155986.0,69.0,88.0,4.6,10.5,659.0,2712.0,5041.0,Squads
TiltedXanax,2175622,285,0.91,2.2,13142,11646,93824,461238,186,0.85,5.0,3713,2982,19265,75866.0,16.0,0.93,4.4,363.0,323.0,3573.0,678129.0,142.0,0.72,2.6,5390.0,3776.0,29608.0,435379.0,22.0,17.0,3.05,1.8,1248.0,3741.0,8305.0,Solo
LTS DrN,1756706,213,1.41,1.9,11199,15470,75551,150279,48,1.67,5.6,859,1355,6358,520829.0,173.0,1.97,7.5,2293.0,4180.0,23284.0,961147.0,202.0,1.75,4.0,5081.0,8528.0,40748.0,97763.0,2.0,2.0,5.46,1.0,209.0,1130.0,2033.0,Solo
gυsтıη,691306,93,1.38,1.8,5255,7119,29143,374675,188,1.99,5.7,3322,6233,13936,853383.0,241.0,2.05,5.7,4203.0,8111.0,37654.0,1465540.0,351.0,1.88,3.9,9086.0,16414.0,59286.0,280211.0,68.0,70.0,2.89,3.9,1742.0,4840.0,7835.0,Squads
Fr0s7-G,610247,234,1.24,7.2,3258,3761,26382,818166,420,1.94,10.5,4006,6948,33211,175165.0,93.0,2.17,16.2,573.0,1041.0,7790.0,1784427.0,550.0,1.35,6.7,8236.0,10409.0,76562.0,202970.0,3.0,3.0,8.17,0.5,648.0,5272.0,7645.0,Squads
DJJCAP,1305545,131,1.19,2.3,5803,6765,54444,953980,326,1.09,6.9,4733,4806,40741,246926.0,82.0,1.66,8.7,940.0,1422.0,10143.0,883804.0,115.0,1.14,2.6,4384.0,4859.0,38988.0,2534544.0,221.0,29.0,7.62,5.9,3751.0,26893.0,47854.0,Solo
ᴰᴱᴹᴼᴺᴰˢ Heritas.,1442387,131,1.09,1.4,9553,10258,61103,731015,182,1.31,4.0,4597,5787,31612,331540.0,80.0,1.36,4.1,1967.0,2568.0,15739.0,882262.0,140.0,1.26,2.6,5442.0,6704.0,39272.0,279572.0,12.0,37.0,1.73,0.8,1418.0,2434.0,11372.0,Solo
Le Vétéran,581957,49,1.07,1.2,3950,4188,24559,2220763,1087,1.78,9.7,11257,18136,79965,273799.0,93.0,1.49,7.0,1324.0,1829.0,11524.0,307462.0,67.0,1.25,3.8,1765.0,2116.0,12578.0,139708.0,63.0,105.0,2.37,7.1,889.0,1960.0,4378.0,Duos
Mctr 31,815563,200,2.27,4.8,4200,9095,32573,609524,415,4.47,19.1,2177,7872,21938,897047.0,379.0,3.06,10.4,3650.0,10003.0,36780.0,1064886.0,395.0,2.75,8.5,4631.0,11659.0,42292.0,53474.0,13.0,13.0,4.66,5.8,225.0,987.0,1513.0,Squads
Kerneyh,783184,127,1.76,3.3,3817,6502,34161,575815,184,2.6,5.7,3221,7904,23593,808214.0,246.0,2.66,7.2,3425.0,8470.0,34380.0,1218722.0,294.0,2.33,4.8,6064.0,13421.0,49175.0,59854.0,30.0,34.0,4.18,11.3,265.0,983.0,1944.0,Squads
Cleхi,782230,106,0.79,1.7,6239,4839,34523,939019,344,0.98,5.4,6363,5923,39694,263849.0,117.0,2.12,11.4,1030.0,1932.0,10592.0,1400744.0,253.0,1.02,2.7,9360.0,9260.0,59379.0,151173.0,13.0,17.0,2.38,1.7,777.0,1816.0,5714.0,Squads
Elba_zurita28,642126,34,0.68,0.8,4009,2704,29893,2179294,391,0.83,2.8,13912,11216,100147,91956.0,25.0,1.16,5.6,444.0,485.0,3958.0,473435.0,52.0,0.88,1.8,2855.0,2472.0,21533.0,354587.0,47.0,23.0,1.01,5.8,806.0,770.0,6785.0,Duos
R4W BILAL,500370,96,1.07,2.5,3802,3974,20202,1515120,612,1.19,7.2,8514,9380,62143,200471.0,104.0,2.54,12.5,831.0,1844.0,7587.0,1168160.0,373.0,1.38,5.2,7121.0,9330.0,46031.0,381736.0,103.0,169.0,1.23,4.1,2512.0,2955.0,13758.0,Duos
SATIS TheFeloz ϟ,1206673,429,3.23,8.7,4950,14589,44188,253792,123,3.35,9.2,1334,4051,9318,748271.0,394.0,3.94,15.9,2483.0,8234.0,29161.0,1176404.0,539.0,3.83,12.2,4431.0,14922.0,42960.0,204926.0,91.0,63.0,5.54,9.4,973.0,4889.0,6023.0,Solo
SaltyTV.,176165,64,2.23,4.7,1348,2869,6301,1579499,2086,3.99,21.1,9869,31068,47788,585438.0,173.0,2.1,6.0,2870.0,5667.0,24067.0,1040817.0,723.0,2.7,9.7,7481.0,18216.0,38117.0,286612.0,195.0,214.0,4.0,11.6,1678.0,5926.0,7807.0,Duos
Albraiik,1331138,1030,4.11,11.4,9003,32732,51244,430962,729,6.21,18.0,4044,20583,14502,625517.0,200.0,2.84,7.9,2519.0,6578.0,27765.0,993475.0,950.0,4.69,15.1,6296.0,25047.0,38846.0,82083.0,111.0,57.0,7.04,12.4,894.0,5516.0,2439.0,Solo
VwolfHD,1601639,747,3.0,7.8,9540,26401,58336,197636,133,3.41,7.7,1717,5401,7053,501974.0,176.0,2.75,8.6,2036.0,5108.0,21624.0,1082417.0,610.0,3.09,8.2,7446.0,21133.0,40928.0,150650.0,134.0,68.0,4.36,9.6,1395.0,5500.0,4625.0,Solo
ProStraTsS,797529,278,1.59,6.7,4122,6118,31257,437335,209,1.7,8.7,2393,3720,16523,151777.0,84.0,2.99,15.8,533.0,1341.0,5536.0,1996795.0,588.0,1.61,6.1,9583.0,14510.0,80779.0,167142.0,73.0,55.0,1.97,8.0,915.0,1660.0,5849.0,Squads
iDrop .,1199610,369,3.0,7.4,4992,13889,44867,460145,231,3.89,10.8,2144,7438,16955,496988.0,244.0,3.69,14.4,1697.0,5358.0,20877.0,1220131.0,496.0,3.37,9.6,5183.0,15790.0,44248.0,148792.0,38.0,60.0,4.96,5.4,708.0,3321.0,5239.0,Squads
iAventado,1500254,578,2.47,8.4,6848,15474,54296,852956,643,4.36,22.9,2811,9460,28816,275286.0,81.0,1.88,6.9,1178.0,2057.0,13223.0,751110.0,350.0,2.48,10.9,3205.0,7069.0,28784.0,228799.0,69.0,47.0,3.68,8.3,836.0,2823.0,6537.0,Solo
ずっきーいずごっど,581320,374,5.46,22.7,1645,6944,18228,1858645,1613,5.2,32.2,5007,17636,61885,146972.0,80.0,3.14,19.4,412.0,1042.0,5570.0,794475.0,564.0,4.54,24.9,2268.0,7744.0,26482.0,244136.0,19.0,15.0,3.47,2.9,649.0,2184.0,9956.0,Duos
Sabi .,1903816,205,0.98,1.2,17261,16694,79530,598946,256,2.43,9.6,2666,5853,23471,9284.0,0.0,1.82,0.0,51.0,93.0,423.0,868370.0,136.0,1.46,2.5,5451.0,7770.0,36897.0,267227.0,29.0,53.0,1.91,2.1,1394.0,2607.0,9024.0,Solo
Zero Kash,374719,49,1.49,1.7,2929,4282,14410,2501035,912,1.74,4.8,18891,31305,98761,187981.0,78.0,2.89,9.9,784.0,2039.0,7120.0,317917.0,62.0,1.67,2.8,2225.0,3621.0,12444.0,303838.0,96.0,43.0,6.04,10.2,939.0,5093.0,6857.0,Duos
Chickuh,13598,1,0.41,0.4,233,96,661,3303054,2688,0.98,16.7,16066,13080,121384,12667.0,9.0,1.43,23.1,39.0,43.0,457.0,51796.0,21.0,0.57,2.7,784.0,433.0,2049.0,338358.0,46.0,51.0,4.78,4.6,1006.0,4592.0,11703.0,Duos
iTs Yanis-YT,1191522,85,1.16,1.0,8521,9819,49919,584822,122,1.5,3.0,4023,5869,24419,509105.0,87.0,1.7,2.8,3073.0,5081.0,22962.0,1090076.0,176.0,1.44,2.5,6977.0,9767.0,46941.0,573643.0,91.0,109.0,1.77,2.7,3343.0,5746.0,20701.0,Solo
OOGYFISHY,1232107,191,0.96,1.8,10593,9969,52226,923076,514,0.91,7.0,7327,6176,34093,193660.0,57.0,1.59,5.7,999.0,1499.0,8575.0,1028600.0,368.0,1.23,5.2,7129.0,8312.0,40580.0,197058.0,113.0,170.0,1.15,7.3,1551.0,1657.0,5830.0,Solo
LP toothpiqk,184367,218,2.76,8.5,2567,6490,5802,2790260,4276,5.49,32.8,13028,48022,71089,91693.0,62.0,5.4,24.2,256.0,1048.0,3137.0,309471.0,452.0,3.6,16.1,2802.0,8452.0,9474.0,364405.0,361.0,311.0,8.92,25.8,1401.0,9273.0,9199.0,Duos
Tiger_Sniper7,70656,23,1.1,4.9,472,495,3022,1873038,1219,1.4,13.2,9256,11217,75036,97751.0,47.0,1.45,13.8,341.0,427.0,4346.0,1333167.0,643.0,1.23,9.7,6603.0,7315.0,55730.0,452773.0,266.0,298.0,4.48,12.8,2073.0,8103.0,16055.0,Duos
NightOwlLuna,6876,0,0.26,0.0,106,28,324,3092381,1142,0.9,7.3,15739,13187,132909,190990.0,69.0,1.31,9.1,761.0,908.0,8026.0,88572.0,21.0,0.69,3.4,624.0,417.0,3810.0,591132.0,75.0,45.0,2.49,7.0,1072.0,2481.0,7884.0,Duos
974RoyalTTHIASMA,1060254,95,1.8,1.0,9695,17256,38809,548201,271,2.22,4.5,6084,12898,20673,401550.0,119.0,2.7,6.7,1770.0,4462.0,16546.0,1365605.0,258.0,2.05,2.7,9711.0,19346.0,54584.0,43121.0,11.0,15.0,2.93,2.9,374.0,1062.0,1350.0,Squads
100T MrSalsiccia,914180,209,1.47,2.2,9355,13468,34871,531116,302,1.98,6.5,4673,8672,18798,698241.0,250.0,2.7,7.9,3158.0,7848.0,29113.0,1232511.0,422.0,2.1,4.7,9065.0,18179.0,46201.0,313747.0,76.0,104.0,2.33,3.4,2213.0,4986.0,10065.0,Solo
TwitchGipsy_loko,948071,58,0.91,0.9,6420,5804,41253,1152907,487,1.65,8.6,5641,8515,45186,277360.0,76.0,1.58,5.7,1331.0,1978.0,11868.0,996227.0,148.0,1.18,2.4,6112.0,7048.0,42128.0,845370.0,57.0,72.0,4.14,2.2,2599.0,10533.0,25415.0,Solo
Watary-DtoXx,291927,67,0.71,3.0,2238,1537,13372,2068832,1443,1.1,10.0,14362,14194,85350,192138.0,89.0,1.83,13.4,662.0,1049.0,7945.0,819255.0,265.0,1.07,6.6,4003.0,4001.0,36076.0,960703.0,91.0,115.0,3.55,4.2,2188.0,7450.0,24607.0,Duos
CONANIZED,502448,55,1.24,2.8,1948,2340,21423,2064086,1551,2.34,24.9,6218,10909,71762,199280.0,72.0,1.78,9.5,755.0,1213.0,9074.0,607415.0,162.0,1.35,6.5,2480.0,3122.0,25163.0,103527.0,7.0,15.0,3.73,2.2,321.0,1171.0,3986.0,Duos
Patron.Raf.420,1557337,796,2.22,8.7,9132,18506,57544,1088278,788,2.72,13.1,6006,14175,39705,47154.0,9.0,2.21,4.1,220.0,467.0,2132.0,680208.0,331.0,2.25,8.9,3739.0,7660.0,26539.0,82989.0,20.0,16.0,3.29,4.3,470.0,1482.0,2600.0,Solo
Nhel Dormilonzzz,978768,242,2.23,4.0,6010,12886,37345,467007,273,3.17,14.1,1932,5257,15303,976028.0,307.0,2.21,7.4,4138.0,8471.0,43097.0,949989.0,326.0,2.43,7.4,4423.0,9957.0,36382.0,84547.0,35.0,30.0,3.32,6.7,522.0,1619.0,2701.0,Solo
GW_Lettuce,390041,249,4.59,18.8,1327,4947,15228,703177,849,7.89,31.5,2692,14545,20987,1356167.0,890.0,5.54,23.5,3783.0,16021.0,49161.0,921539.0,731.0,6.04,25.5,2869.0,12921.0,32000.0,158223.0,58.0,58.0,12.07,14.7,394.0,4054.0,3663.0,Trios
Daddy Skipps,10630,2,0.26,1.4,141,36,489,2692354,1300,1.09,7.3,17816,17921,105778,271848.0,166.0,3.01,18.1,919.0,2265.0,9236.0,396154.0,119.0,1.14,4.7,2518.0,2743.0,15994.0,270637.0,60.0,84.0,2.36,5.1,1166.0,2605.0,8143.0,Duos
Denkerh,1002035,109,2.03,1.7,6428,12851,35841,1103695,427,2.86,8.7,4909,12837,43982,123385.0,42.0,2.63,8.2,514.0,1242.0,5128.0,1137922.0,251.0,2.35,4.3,5856.0,13179.0,43864.0,95262.0,9.0,19.0,3.3,2.0,442.0,1429.0,3212.0,Solo
MDF_LaRKiN,334664,47,0.91,1.5,3148,2825,14146,1575285,936,1.84,11.5,8117,13178,62531,244818.0,157.0,3.62,20.6,761.0,2189.0,9394.0,1216100.0,414.0,1.23,5.0,8324.0,9696.0,51540.0,209957.0,38.0,22.0,2.32,5.7,663.0,1453.0,4006.0,Squads
lamprosokiller,410731,80,0.52,4.0,1977,982,19601,1945936,2110,0.65,14.5,14513,8025,82987,162620.0,71.0,0.94,13.0,548.0,446.0,7446.0,844557.0,295.0,0.73,9.4,3140.0,2064.0,38312.0,713203.0,329.0,683.0,1.3,11.1,2961.0,3428.0,28141.0,Duos
Beznickos -_-,1344127,681,2.88,6.6,10261,27615,50845,412704,868,4.64,20.7,4198,15457,13533,603568.0,247.0,2.69,10.6,2330.0,5597.0,24595.0,1004460.0,614.0,3.1,10.1,6079.0,16956.0,39141.0,45023.0,34.0,21.0,4.86,13.1,259.0,1094.0,1163.0,Solo
Jo zo,286421,78,2.09,2.8,2760,5603,10639,1489362,1141,2.98,10.9,10432,27680,49345,268118.0,71.0,2.65,6.0,1182.0,2946.0,12154.0,1320962.0,652.0,3.05,9.3,7036.0,19491.0,48924.0,115929.0,70.0,77.0,3.64,8.4,838.0,2799.0,3369.0,Duos
Twitch Ovotz,1398932,616,3.4,8.1,7610,23789,47947,390381,301,3.98,12.5,2399,8355,13014,585040.0,350.0,4.62,18.7,1868.0,7018.0,21141.0,992369.0,520.0,3.63,10.8,4803.0,15560.0,33871.0,62151.0,29.0,32.0,6.01,8.1,359.0,1984.0,1887.0,Solo
ZealousPumpkinTV,119937,46,1.48,2.8,1637,2354,4555,2808054,2117,2.53,13.3,15867,34826,97806,73802.0,32.0,3.03,11.5,279.0,748.0,2945.0,366775.0,177.0,1.65,4.5,3944.0,6212.0,13678.0,91239.0,43.0,35.0,8.35,10.7,403.0,3006.0,2960.0,Duos
KPI Swapz,1219803,587,2.85,6.4,9112,24260,49929,320446,252,2.83,6.7,3740,9885,11725,735757.0,368.0,3.07,14.3,2580.0,6783.0,29820.0,1086152.0,570.0,2.8,7.7,7362.0,18997.0,42630.0,141242.0,100.0,91.0,4.6,8.5,1175.0,4945.0,4624.0,Solo
REBEL ARMY CINC,158063,4,0.43,0.5,800,341,7814,2449331,773,1.24,7.1,10950,12612,103708,189803.0,44.0,0.68,5.2,852.0,547.0,9485.0,568448.0,76.0,0.86,2.6,2895.0,2436.0,25895.0,1361474.0,102.0,54.0,2.91,3.8,2684.0,7506.0,33910.0,Duos
Y_modab_A,66640,16,0.99,4.3,371,350,3125,1453519,633,1.23,5.4,11616,13527,58033,268827.0,69.0,1.85,4.6,1489.0,2627.0,11108.0,1572590.0,320.0,1.36,3.1,10421.0,13722.0,64019.0,614599.0,245.0,334.0,1.76,6.8,3604.0,5912.0,22142.0,Duos
ᴢᴇʙʀᴀ.,980487,110,1.34,1.7,6350,8353,42248,858005,366,1.54,6.2,5874,8460,30551,616549.0,181.0,1.75,6.3,2883.0,4731.0,25957.0,900613.0,191.0,1.42,3.7,5120.0,7007.0,39015.0,121576.0,30.0,41.0,2.88,5.5,541.0,1474.0,2884.0,Solo
Tkツ,634429,194,1.51,2.3,8486,12490,24947,1980039,1328,1.23,8.2,16150,18202,72630,34170.0,12.0,1.81,8.2,146.0,243.0,1282.0,709272.0,388.0,1.3,6.4,6104.0,7436.0,26839.0,549733.0,304.0,306.0,1.89,10.9,2789.0,4695.0,13934.0,Duos
Rey de Oriente,1044577,222,2.14,4.8,4640,9465,43460,331562,143,2.86,7.1,2020,5361,12950,695563.0,225.0,2.23,8.4,2677.0,5477.0,31342.0,1288308.0,356.0,2.4,6.3,5661.0,12716.0,54060.0,21369.0,4.0,4.0,2.64,2.2,180.0,465.0,763.0,Squads
Antw8n,3284575,581,1.49,4.1,14196,20289,131773,43766,6,0.5,1.8,341,166,2230,105.0,0.0,0.0,0.0,2.0,0.0,8.0,28123.0,8.0,0.48,2.5,320.0,150.0,1236.0,1224607.0,99.0,78.0,7.34,4.9,2027.0,14151.0,23295.0,Solo
Kaoony 父,2244988,477,2.21,3.9,12296,26064,89009,115657,49,4.11,8.9,552,2067,4235,261962.0,75.0,2.2,6.3,1198.0,2472.0,11117.0,735467.0,237.0,2.47,7.4,3195.0,7319.0,30643.0,41123.0,9.0,11.0,3.28,4.4,206.0,646.0,1224.0,Solo
DerECHTE_045,2625413,243,1.16,1.1,22314,25553,99787,210765,63,1.15,4.7,1339,1466,8984,40496.0,5.0,1.0,1.8,272.0,268.0,1844.0,482152.0,45.0,0.99,1.2,3779.0,3698.0,20546.0,243813.0,25.0,46.0,2.18,2.1,1178.0,2515.0,9044.0,Solo
NRG NoMercys-,293429,17,0.63,0.8,2108,1321,13189,59956,22,1.99,7.9,279,512,2518,4865.0,0.0,1.0,0.0,39.0,39.0,225.0,2995836.0,489.0,1.25,3.1,15555.0,18785.0,131622.0,244817.0,9.0,9.0,2.5,1.0,897.0,2221.0,9828.0,Squads
Crutch Lips,581446,62,1.0,1.8,3464,3413,25092,1844989,618,1.2,6.9,8986,10042,77556,159038.0,23.0,0.64,3.1,737.0,459.0,8402.0,772721.0,197.0,1.09,4.5,4394.0,4592.0,32124.0,167667.0,13.0,10.0,4.53,5.8,223.0,951.0,2447.0,Duos
MANOLITO_CHILE,738057,126,1.38,3.0,4150,5559,30667,1089896,534,2.64,12.1,4402,10195,41088,232516.0,109.0,2.83,11.7,932.0,2332.0,9094.0,1297890.0,492.0,2.55,8.9,5559.0,12937.0,49072.0,473182.0,27.0,32.0,7.68,3.3,817.0,6069.0,10092.0,Squads
DuffedGlizzy69,584305,72,1.0,1.3,5725,5651,25435,880427,400,0.87,4.7,8506,7082,34438,86455.0,38.0,1.01,9.0,422.0,387.0,3802.0,1805101.0,339.0,0.68,1.8,18708.0,12536.0,77342.0,2814.0,0.0,2.0,0.57,0.0,28.0,16.0,98.0,Squads
кeybОard,1468643,265,1.58,2.1,12894,19919,57813,769348,303,2.25,5.3,5741,12237,30599,138665.0,31.0,2.24,4.9,637.0,1359.0,6480.0,979870.0,243.0,1.89,3.2,7657.0,14020.0,39843.0,86275.0,10.0,12.0,1.99,1.6,635.0,1241.0,2533.0,Solo
Mel1К3,1295277,200,1.5,2.2,8907,13025,54286,259302,86,1.36,3.3,2602,3421,10446,665683.0,204.0,2.11,6.7,3061.0,6036.0,28535.0,1137465.0,263.0,1.64,3.7,7058.0,11122.0,47202.0,898242.0,37.0,33.0,7.1,1.4,2615.0,18310.0,25356.0,Solo
ᵀʷᶦᵗᶜʰ AlexayFTN,184850,50,2.1,3.8,1326,2683,7051,1563351,1286,6.89,23.2,5542,29317,48634,438551.0,254.0,5.71,17.3,1464.0,6908.0,15519.0,1169039.0,561.0,3.82,11.2,4990.0,16912.0,41010.0,33446.0,5.0,2.0,5.2,4.3,117.0,582.0,789.0,Duos
woow.919,240523,138,3.15,14.2,969,2621,7678,1881589,2264,2.4,15.5,14643,29684,57149,56494.0,22.0,2.15,10.4,211.0,406.0,2091.0,1175533.0,752.0,2.73,13.8,5436.0,12770.0,39830.0,155075.0,64.0,76.0,3.49,9.7,661.0,2083.0,3480.0,Duos
DaiWynn,1613986,765,2.01,6.9,11139,20871,61697,968038,1053,2.35,19.0,5531,10544,32430,87716.0,37.0,2.0,10.6,349.0,624.0,3470.0,683878.0,407.0,1.86,8.5,4779.0,8120.0,25967.0,130706.0,88.0,101.0,2.17,10.3,856.0,1669.0,3057.0,Solo
BENJYYTHEDEMON,2185501,1986,3.51,14.0,14139,42701,86048,170425,292,3.78,11.2,2599,8728,6066,317043.0,132.0,2.53,10.9,1213.0,2736.0,13609.0,682729.0,1037.0,3.94,18.2,5704.0,18368.0,27863.0,42501.0,87.0,46.0,5.29,13.3,656.0,3012.0,1368.0,Solo
APOIE theeusftn,1290127,203,1.95,2.6,7855,14945,51783,305285,189,2.12,5.8,3232,6439,10698,758788.0,369.0,3.0,13.5,2737.0,7111.0,28501.0,1001545.0,388.0,2.17,6.8,5705.0,11545.0,39121.0,26735.0,10.0,11.0,3.44,5.7,175.0,567.0,816.0,Solo
Λ Fighter Λ,139318,9,1.06,1.1,840,883,5938,2634624,968,1.51,7.5,12850,17977,105529,189927.0,70.0,1.16,7.5,930.0,995.0,7877.0,394251.0,63.0,1.02,2.7,2315.0,2294.0,16947.0,474417.0,5.0,17.0,5.49,0.4,1391.0,7606.0,18109.0,Duos
